Price,Close,High,Low,Open,Volume
Ticker,LTIM.NS,LTIM.NS,LTIM.NS,LTIM.NS,LTIM.NS
Date,,,,,
2016-07-21,607.8671264648438,618.6721257086282,580.331881298516,581.2032504896549,11824029
2016-07-22,609.9584350585938,617.5393576740101,606.6472427622496,609.9584350585938,820402
2016-07-25,603.9024658203125,610.8298621981938,602.9875387177606,610.8298621981938,260240
2016-07-26,603.1180419921875,611.2653204277249,601.2445774698933,605.5143066125385,312995
2016-07-27,601.1573486328125,607.910456745631,598.6739156743946,603.07431742076,168708
2016-07-28,592.44384765625,607.3442373711812,590.657498528429,602.6388231537571,375033
2016-07-29,602.8130493164062,609.9582855843657,596.8877508932723,601.2445957903034,726870
2016-08-01,598.5435180664062,606.7779143670829,594.7965880009448,605.470860581686,347573
2016-08-02,595.7114868164062,601.244659145024,594.709391110839,596.9313716056324,268056
2016-08-03,592.5310668945312,599.5020206227023,590.5269283345134,596.8879129746381,116318
2016-08-04,593.4458618164062,596.0164110682223,591.7466815866197,594.3172308384358,134769
2016-08-05,607.91064453125,623.028876412496,593.8380129721902,594.2301396850834,593783
2016-08-08,610.742431640625,616.9291290338368,606.7341031290782,609.958178423285,347844
2016-08-09,608.47705078125,619.5434493315983,606.7343125271527,612.7467807774487,341932
2016-08-10,601.46240234375,610.7860605069495,601.2445601118254,609.8711337696941,84904
2016-08-11,596.0599365234375,607.3441753829475,594.7093252494428,602.1159615346007,96842
2016-08-12,597.0621948242188,602.2032412656014,595.1451719205863,598.3256908187145,74615
2016-08-16,594.2300415039062,599.5018127964662,593.6636304361847,597.0619904742384,64845
2016-08-17,591.6160888671875,602.5517609489535,590.0911928705705,594.3608697506071,90769
2016-08-18,588.130615234375,594.1430304262219,587.3028039095416,592.3567343152562,152898
2016-08-19,579.1118774414062,592.4438671002818,577.4127502588209,588.1741372745552,222490
2016-08-22,571.6614990234375,581.2029981608048,570.7465724067873,580.2880715441546,132422
2016-08-23,562.8609619140625,576.7593116992364,561.1617812873084,570.8339584178212,221090
2016-08-24,557.54541015625,565.9105841183515,556.2383567106848,562.9043505567234,188676
2016-08-25,569.7882690429688,579.2861602104509,557.7197752398279,557.7197752398279,283053
2016-08-26,564.472900390625,575.0164985614301,563.4272468188877,570.7903264556899,86564
2016-08-29,558.4605712890625,564.1680292161268,557.5020332075317,561.597479302426,66739
2016-08-30,567.9149169921875,574.9729867467352,558.9833820490805,561.1618052059359,141778
