Price,Close,High,Low,Open,Volume
Ticker,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS
Date,,,,,
2010-01-04,65.58106231689453,65.88354104339298,63.89380077484961,64.74924261384929,6819252
2010-01-05,66.61608123779297,66.9232842915723,65.55740603935568,65.81735201589733,9959403
2010-01-06,65.26911163330078,67.11233649438701,64.93828001791714,66.73424138813503,9150061
2010-01-07,64.11122131347656,65.74176443253675,63.80401168449319,65.69450091958929,9165297
2010-01-08,63.14706039428711,64.27662812190444,62.953288342358064,64.18210751499383,5713679
2010-01-11,62.51847457885742,64.38061067209252,62.03167261761182,63.04781562115156,11355777
2010-01-12,65.58106231689453,66.52630673461496,63.52042999909192,63.52042999909192,20789812
2010-01-13,67.6417007446289,68.05761063371979,65.07536217511998,65.87881615654724,22567181
2010-01-14,70.05207061767578,71.14855442111794,66.9422115477736,68.03869535121575,38960389
2010-01-15,69.56053161621094,70.57193708225432,68.24664106218776,68.34116164248026,29355509
2010-01-18,70.65702056884766,71.00675635792716,69.01229183342326,69.47546514813696,15998674
2010-01-19,69.84883117675781,71.44628989510068,69.01228717481149,71.44628989510068,8197119
2010-01-20,68.6767349243164,70.89333743333918,68.20411271749647,70.89333743333918,20839012
2010-01-21,67.06034088134766,69.85354043417924,66.74368899059984,68.81376939579475,17143625
2010-01-22,66.17184448242188,67.58498677587153,65.74647933785586,66.16711364456712,15268319
2010-01-25,65.70394134521484,66.54520989046424,64.82486456228769,65.69448608062096,7986515
2010-01-27,61.95131301879883,65.24076377814329,61.46451120437798,65.22185325203661,16430416
2010-01-28,63.6574821472168,65.10843241335462,61.96076554096339,63.709470071219435,13614123
2010-01-29,61.247108459472656,62.95327393499918,59.69218233074051,62.8587469393721,19649012
2010-02-01,63.17068862915039,63.775646090378466,59.84342900274502,60.85011021869103,10881732
2010-02-02,61.74336242675781,65.59996276884752,61.53541071779588,65.03281358578036,8321955
2010-02-03,63.48734664916992,63.70002279849232,61.724462207521974,61.922965075168754,6842337
2010-02-04,61.93242263793945,63.473169312285194,61.53541688791519,62.953283577403106,6571679
2010-02-05,60.878456115722656,61.823700336891996,60.032463307017814,60.032463307017814,12625057
2010-02-08,60.13644027709961,61.440875531957644,59.564566743291195,60.826469340777166,9483101
2010-02-09,61.847347259521484,62.22544890657088,59.739457660947906,59.739457660947906,8888212
2010-02-10,61.223487854003906,62.76423449213104,60.9068294289782,62.38613287094615,6836790
2010-02-11,61.97968292236328,62.59882012661468,61.440893039801665,61.75755148856762,4258168
2010-02-15,62.376678466796875,62.95327649667939,61.818984554739366,61.818984554739366,5581430
