Price,Close,High,Low,Open,Volume
Ticker,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS
Date,,,,,
2010-01-04,198.65895080566406,199.7847098251817,198.20864261713183,198.73398308406453,668858
2010-01-05,198.02101135253906,199.93479247825258,197.00782367860972,199.44696816224965,1392726
2010-01-06,199.14683532714844,199.63465980232982,197.0829431675379,198.69652700250685,1682107
2010-01-07,198.73402404785156,200.5727733201905,198.24619961956694,198.9591896403426,2723548
2010-01-08,199.5970916748047,200.38511385999436,198.24616705267354,198.95915695632277,4000986
2010-01-11,199.709716796875,201.39835585169024,199.33446367358272,200.08496992016728,2251471
2010-01-12,196.74514770507812,200.19747996276192,195.54433349758472,199.63460045021432,3826930
2010-01-13,197.00784301757812,197.94597560337613,195.69445739746095,196.63258998325892,1917571
2010-01-14,192.16708374023438,197.83341871423278,191.60421559948404,197.0829125908128,3583983
2010-01-15,192.42977905273438,194.1934731480418,192.0545259645256,193.44296697162423,4361271
2010-01-18,193.10520935058594,193.89325449360885,191.04132903828003,192.50481363520237,1088348
2010-01-19,191.71676635742188,193.44293254635534,191.0788430920816,193.44293254635534,1122943
2010-01-20,193.48045349121094,194.08087208258104,190.25328658824589,192.12955174197612,2198874
2010-01-21,192.6924591064453,195.95716552597585,191.86689773889506,193.63059181874542,3093875
2010-01-22,193.59304809570312,194.49364162904945,189.0900002662755,189.87803392272068,5117085
2010-01-25,198.0961151123047,198.54640049680856,191.7543287381806,194.15595767247908,4355123
2010-01-27,194.64378356933594,197.38312656257705,191.1539229396307,197.38312656257705,9203979
2010-01-28,191.60418701171875,196.44494849516246,190.1407025797678,193.78066131599073,5049389
2010-01-29,181.8476104736328,189.27761547200117,180.90947795102,188.7897911409677,6496604
2010-02-01,178.05760192871094,182.97341999413447,176.18133636571082,182.97341999413447,4987343
2010-02-02,177.4947052001953,180.1214767359276,176.36894597059575,178.99571750632802,6004275
2010-02-03,177.45716857910156,178.99570840502125,176.59409112768574,178.43282881884193,1595241
2010-02-04,173.4044647216797,179.63366864883116,172.99168400960158,177.94502965090663,3017883
2010-02-05,171.90342712402344,175.9186279493333,170.364887305134,172.2411525838249,4345866
2010-02-08,177.4947052001953,178.7705633700451,172.42878866699735,173.3669213583303,3139856
2010-02-09,174.56773376464844,178.62046236360078,174.34257963097,178.62046236360078,2435031
2010-02-10,172.69146728515625,175.58090905123402,171.97847729115674,175.24318357881128,2864300
2010-02-11,175.16815185546875,175.9561856979229,172.9916883399444,172.9916883399444,2299826
2010-02-15,172.42881774902344,176.25640435595272,171.86593803928778,175.16816108901017,1594781
2010-02-16,177.98255920410156,179.03327486413866,172.09109179431087,172.61644389842093,2253497
2010-02-17,180.53424072265625,183.61130879470815,178.99570096072327,178.99570096072327,3428957
2010-02-18,181.99774169921875,183.0484457303645,178.84561815396643,180.5717845924045,955635
2010-02-19,180.8719482421875,184.2116976932263,177.98249552564317,181.62245425149118,4582596
2010-02-22,184.73709106445312,185.63770763916656,181.6224950076514,183.12350736308653,2280787
2010-02-23,183.79891967773438,184.54942569757293,182.18533631580672,183.12346884060491,908983
2010-02-24,181.73507690429688,184.0241231695902,180.87199933054148,183.12351799440717,1102320
2010-02-25,176.51898193359375,182.33540254471475,174.60518963570144,180.98448966080187,2791186
2010-02-26,177.26956176757812,181.20971930908613,176.3689566198823,180.00891626276362,1519988
2010-03-02,175.95616149902344,178.62046057527814,174.79287469651055,175.61843602779447,1784738
