Price,Close,High,Low,Open,Volume
Ticker,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS
Date,,,,,
2010-01-04,53.54141616821289,53.826377410207314,52.8448356543145,53.404211354686744,5161635
2010-01-05,54.06913757324219,54.19579080706449,53.34089718057624,53.78417625196401,10767225
2010-01-06,54.19578170776367,54.60739136242932,53.53086562798276,54.60739136242932,7529979
2010-01-07,54.02692794799805,54.56519097044147,53.55198913443136,54.24856509473034,4987434
2010-01-08,54.14302444458008,54.56519066606416,53.90027922957629,53.90027922957629,4881351
2010-01-11,54.16413116455078,54.776274827680794,54.03748275065932,54.35410861671528,7201263
2010-01-12,52.78152847290039,54.1957931861505,52.58099941114969,54.1957931861505,15514101
2010-01-13,52.54932403564453,53.14035948043487,52.13771437884955,52.559880483131465,12476064
2010-01-14,52.38046646118164,52.96094553533543,52.13772128143163,52.87651326956617,12324480
2010-01-15,53.35145568847656,53.44644440967695,52.158832942646896,52.781528192601314,7839831
2010-01-18,52.88706970214844,53.67863434411895,52.77097774180964,53.36200848733074,5642286
2010-01-19,52.749874114990234,53.066499998438374,52.41213533007316,53.066499998438374,6295626
2010-01-20,52.158836364746094,53.08760590713457,51.979415360185726,52.770980036577754,10432659
2010-01-21,51.610015869140625,52.80263866937828,51.18784966061258,52.243267597596336,11734698
2010-01-22,52.580997467041016,53.551983053543466,50.92398761728747,51.29338604078066,46258872
2010-01-25,53.84750747680664,54.10080914616377,52.25382163190232,52.77098142119823,15803928
2010-01-27,54.01637649536133,54.6812879376079,53.404232811677645,53.50977316013088,35549841
2010-01-28,53.66807556152344,54.24855461103875,52.46489650007354,54.1852304143996,19603176
2010-01-29,52.80264663696289,54.195803548580365,52.5810094648252,53.509779128794186,15766656
2010-02-01,52.03218460083008,53.30924456976276,51.86332004176113,52.770981540739236,12617925
2010-02-02,51.588905334472656,52.78152807770622,51.30393917149182,52.78152807770622,10822941
2010-02-03,53.31979751586914,53.79473634706035,51.39893412069541,51.71556000815622,13888179
2010-02-04,53.47810363769531,53.77362141704968,52.686539020018785,53.19314230786257,12115686
2010-02-05,52.42268371582031,53.467549936716836,52.137722397088,53.193140235768105,18616515
2010-02-08,51.78943634033203,52.391023543680085,50.8078942387355,52.348807406391856,23410362
2010-02-09,51.48335647583008,52.09549517354415,51.2406064887214,51.799982272529334,12081411
2010-02-10,51.48335647583008,51.92663065867854,51.103401654729964,51.65222099069568,8559072
2010-02-11,52.16938400268555,52.32769692588312,51.67333716542162,51.72610975026315,6952629
2010-02-15,52.63376998901367,52.77097484150289,51.73666022320105,52.45434900211653,6487740
2010-02-16,52.80264663696289,53.087612856563915,52.369923913046065,52.92929990056157,6122928
2010-02-17,53.140377044677734,53.34090613127475,52.65488658898552,52.876523746207084,7889148
2010-02-18,52.401573181152344,53.35145064062943,52.03217478091351,53.23535386251646,4007403
2010-02-19,52.4543571472168,52.85541531769523,51.88442958155774,52.62322171106976,6003729
2010-02-22,52.264366149902344,52.929282276240535,51.947740343327276,52.71819679474836,6519765
2010-02-23,52.61266326904297,52.76041974325426,51.88442285354116,52.26437290426866,7205160
2010-02-24,52.27491760253906,52.865948197849136,52.09549182005498,52.422674043535096,8543616
2010-02-25,52.264366149902344,52.66542421654372,51.86330808326096,52.53877582644425,14311632
2010-02-26,49.024234771728516,53.27757573149511,48.295994341443766,52.45435141009562,70062642
2010-03-02,51.071746826171875,51.5466855663446,49.60471447292637,49.62582253929004,29079219
2010-03-03,51.441131591796875,51.97939927018692,50.31183332513548,51.187834838820244,13051704
